SecurityId,AssetName,ExchangeType,SchemaName
JGCHEM,J.G.Chemicals Limited,NSE,ExchangeList
JHS,JHS Svendgaard Laboratories Limited,NSE,ExchangeList
JINDALPHOT,Jindal Photo Limited,NSE,ExchangeList
JINDALPOLY,Jindal Poly Films Limited,NSE,ExchangeList
JINDALSAW,Jindal Saw Limited,NSE,ExchangeList
JINDALSTEL,Jindal Steel & Power Limited,NSE,ExchangeList
JINDRILL,Jindal Drilling And Industries Limited,NSE,ExchangeList
JINDWORLD,Jindal Worldwide Limited,NSE,ExchangeList
JIOFIN,Jio Financial Services Limited,NSE,ExchangeList
JISLDVREQS,Jain Irrigation Systems Limited,NSE,ExchangeList
JISLJALEQS,Jain Irrigation Systems Limited,NSE,ExchangeList
JITFINFRA,JITF Infralogistics Limited,NSE,ExchangeList
JKCEMENT,JK Cement Limited,NSE,ExchangeList
JKIL,J.Kumar Infraprojects Limited,NSE,ExchangeList
JKLAKSHMI,JK Lakshmi Cement Limited,NSE,ExchangeList
JKPAPER,JK Paper Limited,NSE,ExchangeList
JKTYRE,JK Tyre & Industries Limited,NSE,ExchangeList
JLHL,Jupiter Life Line Hospitals Limited,NSE,ExchangeList
JMA,Jullundur Motor Agency (Delhi) Limited,NSE,ExchangeList
JMFINANCIL,JM Financial Limited,NSE,ExchangeList
JNKINDIA,JNK India Limited,NSE,ExchangeList
JOCIL,Jocil Limited,NSE,ExchangeList
JPASSOCIAT,Jaiprakash Associates Limited,NSE,ExchangeList
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,NSE,ExchangeList
JPPOWER,Jaiprakash Power Ventures Limited,NSE,ExchangeList
JSFB,Jana Small Finance Bank Limited,NSE,ExchangeList
JSL,Jindal Stainless Limited,NSE,ExchangeList
JSWENERGY,JSW Energy Limited,NSE,ExchangeList
JSWHL,JSW Holdings Limited,NSE,ExchangeList
JSWINFRA,JSW Infrastructure Limited,NSE,ExchangeList
JSWSTEEL,JSW Steel Limited,NSE,ExchangeList
JTEKTINDIA,Jtekt India Limited,NSE,ExchangeList
JTLIND,JTL INDUSTRIES LIMITED,NSE,ExchangeList
JUBLFOOD,Jubilant Foodworks Limited,NSE,ExchangeList
JUBLINDS,Jubilant Industries Limited,NSE,ExchangeList
JUBLINGREA,Jubilant Ingrevia Limited,NSE,ExchangeList
JUBLPHARMA,Jubilant Pharmova Limited,NSE,ExchangeList
JUNIPER,Juniper Hotels Limited,NSE,ExchangeList
JUSTDIAL,Just Dial Limited,NSE,ExchangeList
JWL,Jupiter Wagons Limited,NSE,ExchangeList
JYOTHYLAB,Jyothy Labs Limited,NSE,ExchangeList
JYOTICNC,Jyoti CNC Automation Limited,NSE,ExchangeList
JYOTISTRUC,Jyoti Structures Limited,NSE,ExchangeList
KABRAEXTRU,Kabra Extrusion Technik Limited,NSE,ExchangeList
KAJARIACER,Kajaria Ceramics Limited,NSE,ExchangeList
KAKATCEM,Kakatiya Cement Sugar & Industries Limited,NSE,ExchangeList
KALAMANDIR,Sai Silks (Kalamandir) Limited,NSE,ExchangeList
KALYANI,Kalyani Commercials Limited,NSE,ExchangeList
KALYANIFRG,Kalyani Forge Limited,NSE,ExchangeList
KALYANKJIL,Kalyan Jewellers India Limited,NSE,ExchangeList
KAMATHOTEL,Kamat Hotels (I) Limited,NSE,ExchangeList
KAMDHENU,Kamdhenu Limited,NSE,ExchangeList
KAMOPAINTS,Kamdhenu Ventures Limited,NSE,ExchangeList
KANANIIND,Kanani Industries Limited,NSE,ExchangeList
KANORICHEM,Kanoria Chemicals & Industries Limited,NSE,ExchangeList
KANPRPLA,Kanpur Plastipack Limited,NSE,ExchangeList
KANSAINER,Kansai Nerolac Paints Limited,NSE,ExchangeList
KAPSTON,Kapston Services Limited,NSE,ExchangeList
KARMAENG,Karma Energy Limited,NSE,ExchangeList
KARURVYSYA,Karur Vysya Bank Limited,NSE,ExchangeList
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,NSE,ExchangeList
KAVVERITEL,Kavveri Telecom Products Limited,NSE,ExchangeList
KAYA,Kaya Limited,NSE,ExchangeList
KAYNES,Kaynes Technology India Limited,NSE,ExchangeList
KBCGLOBAL,KBC Global Limited,NSE,ExchangeList
KCP,KCP Limited,NSE,ExchangeList
KCPSUGIND,KCP Sugar and Industries Corporation Limited,NSE,ExchangeList
KDDL,KDDL Limited,NSE,ExchangeList
KEC,KEC International Limited,NSE,ExchangeList
KECL,Kirloskar Electric Company Limited,NSE,ExchangeList
KEEPLEARN,DSJ Keep Learning Limited,NSE,ExchangeList
KEI,KEI Industries Limited,NSE,ExchangeList
KELLTONTEC,Kellton Tech Solutions Limited,NSE,ExchangeList
KERNEX,Kernex Microsystems (India) Limited,NSE,ExchangeList
KESORAMIND,Kesoram Industries Limited,NSE,ExchangeList
KEYFINSERV,Keynote Financial Services Limited,NSE,ExchangeList
KFINTECH,Kfin Technologies Limited,NSE,ExchangeList
KHADIM,Khadim India Limited,NSE,ExchangeList
KHAICHEM,Khaitan Chemicals & Fertilizers Limited,NSE,ExchangeList
KHAITANLTD,Khaitan (India) Limited,NSE,ExchangeList
KHANDSE,Khandwala Securities Limited,NSE,ExchangeList
KICL,Kalyani Investment Company Limited,NSE,ExchangeList
KILITCH,Kilitch Drugs (India) Limited,NSE,ExchangeList
KIMS,Krishna Institute of Medical Sciences Limited,NSE,ExchangeList
KINGFA,Kingfa Science & Technology (India) Limited,NSE,ExchangeList
KIOCL,KIOCL Limited,NSE,ExchangeList
KIRIINDUS,Kiri Industries Limited,NSE,ExchangeList
KIRLOSBROS,Kirloskar Brothers Limited,NSE,ExchangeList
KIRLOSENG,Kirloskar Oil Engines Limited,NSE,ExchangeList
KIRLOSIND,Kirloskar Industries Limited,NSE,ExchangeList
KIRLPNU,Kirloskar Pneumatic Company Limited,NSE,ExchangeList
KITEX,Kitex Garments Limited,NSE,ExchangeList
KKCL,Kewal Kiran Clothing Limited,NSE,ExchangeList
KMSUGAR,K.M.Sugar Mills Limited,NSE,ExchangeList
KNRCON,KNR Constructions Limited,NSE,ExchangeList
KOHINOOR,Kohinoor Foods Limited,NSE,ExchangeList
KOKUYOCMLN,Kokuyo Camlin Limited,NSE,ExchangeList
KOLTEPATIL,Kolte - Patil Developers Limited,NSE,ExchangeList
KOPRAN,Kopran Limited,NSE,ExchangeList
KOTAKBANK,Kotak Mahindra Bank Limited,NSE,ExchangeList
KOTARISUG,Kothari Sugars And Chemicals Limited,NSE,ExchangeList
KOTHARIPET,Kothari Petrochemicals Limited,NSE,ExchangeList
KOTHARIPRO,Kothari Products Limited,NSE,ExchangeList
KPIGREEN,KPI Green Energy Limited,NSE,ExchangeList
KPIL,Kalpataru Projects International Limited,NSE,ExchangeList
KPITTECH,KPIT Technologies Limited,NSE,ExchangeList
KPRMILL,K.P.R. Mill Limited,NSE,ExchangeList
KRBL,KRBL Limited,NSE,ExchangeList
KREBSBIO,Krebs Biochemicals and Industries Limited,NSE,ExchangeList
KRIDHANINF,Kridhan Infra Limited,NSE,ExchangeList
KRISHANA,Krishana Phoschem Limited,NSE,ExchangeList
KRITI,Kriti Industries (India) Limited,NSE,ExchangeList
KRITIKA,Kritika Wires Limited,NSE,ExchangeList
KRITINUT,Kriti Nutrients Limited,NSE,ExchangeList
KRSNAA,Krsnaa Diagnostics Limited,NSE,ExchangeList
KRYSTAL,Krystal Integrated Services Limited,NSE,ExchangeList
KSB,Ksb Limited,NSE,ExchangeList
KSCL,Kaveri Seed Company Limited,NSE,ExchangeList
KSHITIJPOL,Kshitij Polyline Limited,NSE,ExchangeList
KSL,Kalyani Steels Limited,NSE,ExchangeList
KSOLVES,Ksolves India Limited,NSE,ExchangeList
KTKBANK,The Karnataka Bank Limited,NSE,ExchangeList
KUANTUM,Kuantum Papers Limited,NSE,ExchangeList
LAGNAM,Lagnam Spintex Limited,NSE,ExchangeList
LAKPRE,Lakshmi Precision Screws Limited,NSE,ExchangeList
LAL,Lorenzini Apparels Limited,NSE,ExchangeList
LALPATHLAB,Dr. Lal Path Labs Ltd.,NSE,ExchangeList
LAMBODHARA,Lambodhara Textiles Limited,NSE,ExchangeList
LANCORHOL,Lancor Holdings Limited,NSE,ExchangeList
LANDMARK,Landmark Cars Limited,NSE,ExchangeList
LAOPALA,La Opala RG Limited,NSE,ExchangeList
LASA,Lasa Supergenerics Limited,NSE,ExchangeList
LATENTVIEW,Latent View Analytics Limited,NSE,ExchangeList
LATTEYS,Latteys Industries Limited,NSE,ExchangeList
LAURUSLABS,Laurus Labs Limited,NSE,ExchangeList
LAXMICOT,Laxmi Cotspin Limited,NSE,ExchangeList
LAXMIMACH,Lakshmi Machine Works Limited,NSE,ExchangeList
LCCINFOTEC,LCC Infotech Limited,NSE,ExchangeList
LEMONTREE,Lemon Tree Hotels Limited,NSE,ExchangeList
LEXUS,Lexus Granito (India) Limited,NSE,ExchangeList
LFIC,Lakshmi Finance & Industrial Corporation Limited,NSE,ExchangeList
LGBBROSLTD,LG Balakrishnan & Bros Limited,NSE,ExchangeList
LGBFORGE,LGB Forge Limited,NSE,ExchangeList
LGHL,Laxmi Goldorna House Limited,NSE,ExchangeList
LIBAS,Libas Consumer Products Limited,NSE,ExchangeList
LIBERTSHOE,Liberty Shoes Limited,NSE,ExchangeList
LICHSGFIN,LIC Housing Finance Limited,NSE,ExchangeList
LICI,Life Insurance Corporation Of India,NSE,ExchangeList
LIKHITHA,Likhitha Infrastructure Limited,NSE,ExchangeList
LINC,Linc Limited,NSE,ExchangeList
LINCOLN,Lincoln Pharmaceuticals Limited,NSE,ExchangeList
LINDEINDIA,Linde India Limited,NSE,ExchangeList
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,NSE,ExchangeList
LLOYDSME,Lloyds Metals And Energy Limited,NSE,ExchangeList
LODHA,Macrotech Developers Limited,NSE,ExchangeList
LOKESHMACH,Lokesh Machines Limited,NSE,ExchangeList
LORDSCHLO,Lords Chloro Alkali Limited,NSE,ExchangeList
LOTUSEYE,Lotus Eye Hospital and Institute Limited,NSE,ExchangeList
LOVABLE,Lovable Lingerie Limited,NSE,ExchangeList
LOYALTEX,Loyal Textile Mills Limited,NSE,ExchangeList
LPDC,Landmark Property Development Company Limited,NSE,ExchangeList
LT,Larsen & Toubro Limited,NSE,ExchangeList
LTF,L&T Finance Limited,NSE,ExchangeList
LTFOODS,LT Foods Limited,NSE,ExchangeList
LTIM,LTIMindtree Limited,NSE,ExchangeList
LTTS,L&T Technology Services Limited,NSE,ExchangeList
LUMAXIND,Lumax Industries Limited,NSE,ExchangeList
LUMAXTECH,Lumax Auto Technologies Limited,NSE,ExchangeList
LUPIN,Lupin Limited,NSE,ExchangeList
LUXIND,Lux Industries Limited,NSE,ExchangeList
LXCHEM,Laxmi Organic Industries Limited,NSE,ExchangeList
LYKALABS,Lyka Labs Limited,NSE,ExchangeList
LYPSAGEMS,Lypsa Gems & Jewellery Limited,NSE,ExchangeList
M&M,Mahindra & Mahindra Limited,NSE,ExchangeList
M&MFIN,Mahindra & Mahindra Financial Services Limited,NSE,ExchangeList
MAANALU,Maan Aluminium Limited,NSE,ExchangeList
MACPOWER,Macpower CNC Machines Limited,NSE,ExchangeList
MADHAV,Madhav Marbles and Granites Limited,NSE,ExchangeList
MADHUCON,Madhucon Projects Limited,NSE,ExchangeList
MADRASFERT,Madras Fertilizers Limited,NSE,ExchangeList
MAGADSUGAR,Magadh Sugar & Energy Limited,NSE,ExchangeList
MAGNUM,Magnum Ventures Limited,NSE,ExchangeList
MAHABANK,Bank of Maharashtra,NSE,ExchangeList
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,NSE,ExchangeList
MAHASTEEL,Mahamaya Steel Industries Limited,NSE,ExchangeList
MAHEPC,Mahindra EPC Irrigation Limited,NSE,ExchangeList
MAHESHWARI,Maheshwari Logistics Limited,NSE,ExchangeList
MAHLIFE,Mahindra Lifespace Developers Limited,NSE,ExchangeList
MAHLOG,Mahindra Logistics Limited,NSE,ExchangeList
MAHSCOOTER,Maharashtra Scooters Limited,NSE,ExchangeList
MAHSEAMLES,Maharashtra Seamless Limited,NSE,ExchangeList
MAITHANALL,Maithan Alloys Limited,NSE,ExchangeList
MALLCOM,Mallcom (India) Limited,NSE,ExchangeList
MALUPAPER,Malu Paper Mills Limited,NSE,ExchangeList
MANAKALUCO,Manaksia Aluminium Company Limited,NSE,ExchangeList
MANAKCOAT,Manaksia Coated Metals & Industries Limited,NSE,ExchangeList
MANAKSIA,Manaksia Limited,NSE,ExchangeList
MANAKSTEEL,Manaksia Steels Limited,NSE,ExchangeList
MANALIPETC,Manali Petrochemicals Limited,NSE,ExchangeList
MANAPPURAM,Manappuram Finance Limited,NSE,ExchangeList
MANGALAM,Mangalam Drugs And Organics Limited,NSE,ExchangeList
MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,NSE,ExchangeList
MANGLMCEM,Mangalam Cement Limited,NSE,ExchangeList
MANINDS,Man Industries (India) Limited,NSE,ExchangeList
MANINFRA,Man Infraconstruction Limited,NSE,ExchangeList
MANKIND,Mankind Pharma Limited,NSE,ExchangeList
MANOMAY,Manomay Tex India Limited,NSE,ExchangeList
MANORAMA,Manorama Industries Limited,NSE,ExchangeList
MANORG,Mangalam Organics Limited,NSE,ExchangeList
MANUGRAPH,Manugraph India Limited,NSE,ExchangeList
MANYAVAR,Vedant Fashions Limited,NSE,ExchangeList
MAPMYINDIA,C.E. Info Systems Limited,NSE,ExchangeList
MARALOVER,Maral Overseas Limited,NSE,ExchangeList
MARATHON,Marathon Nextgen Realty Limited,NSE,ExchangeList
MARICO,Marico Limited,NSE,ExchangeList
MARINE,Marine Electricals (India) Limited,NSE,ExchangeList
MARKSANS,Marksans Pharma Limited,NSE,ExchangeList
MARSHALL,Marshall Machines Limited,NSE,ExchangeList
MARUTI,Maruti Suzuki India Limited,NSE,ExchangeList
MASFIN,MAS Financial Services Limited,NSE,ExchangeList
MASKINVEST,Mask Investments Limited,NSE,ExchangeList
MASTEK,Mastek Limited,NSE,ExchangeList
MATRIMONY,Matrimony.Com Limited,NSE,ExchangeList
MAWANASUG,Mawana Sugars Limited,NSE,ExchangeList
MAXESTATES,Max Estates Limited,NSE,ExchangeList
MAXHEALTH,Max Healthcare Institute Limited,NSE,ExchangeList
MAXIND,Max India Limited,NSE,ExchangeList
MAYURUNIQ,Mayur Uniquoters Ltd,NSE,ExchangeList
MAZDA,Mazda Limited,NSE,ExchangeList
MAZDOCK,Mazagon Dock Shipbuilders Limited,NSE,ExchangeList
MBAPL,Madhya Bharat Agro Products Limited,NSE,ExchangeList
MBECL,Mcnally Bharat Engineering Company Limited,NSE,ExchangeList
MBLINFRA,MBL Infrastructure Limited,NSE,ExchangeList
MCDOWELL-N,United Spirits Limited,NSE,ExchangeList
MCL,Madhav Copper Limited,NSE,ExchangeList
MCLEODRUSS,Mcleod Russel India Limited,NSE,ExchangeList
MCX,Multi Commodity Exchange of India Limited,NSE,ExchangeList
MEDANTA,Global Health Limited,NSE,ExchangeList
MEDIASSIST,Medi Assist Healthcare Services Limited,NSE,ExchangeList
MEDICAMEQ,Medicamen Biotech Limited,NSE,ExchangeList
MEDICO,Medico Remedies Limited,NSE,ExchangeList
MEDPLUS,Medplus Health Services Limited,NSE,ExchangeList
MEGASOFT,Megasoft Limited,NSE,ExchangeList
MEGASTAR,Megastar Foods Limited,NSE,ExchangeList
MELSTAR,Melstar Information Technologies Limited,NSE,ExchangeList
MENONBE,Menon Bearings Limited,NSE,ExchangeList
MEP,MEP Infrastructure Developers Limited,NSE,ExchangeList
METROBRAND,Metro Brands Limited,NSE,ExchangeList
METROPOLIS,Metropolis Healthcare Limited,NSE,ExchangeList
MFSL,Max Financial Services Limited,NSE,ExchangeList
MGEL,Mangalam Global Enterprise Limited,NSE,ExchangeList
MGL,Mahanagar Gas Limited,NSE,ExchangeList
MHLXMIRU,Mahalaxmi Rubtech Limited,NSE,ExchangeList
MHRIL,Mahindra Holidays & Resorts India Limited,NSE,ExchangeList
MICEL,MIC Electronics Limited,NSE,ExchangeList
MIDHANI,Mishra Dhatu Nigam Limited,NSE,ExchangeList
MINDACORP,Minda Corporation Limited,NSE,ExchangeList
MINDTECK,Mindteck (India) Limited,NSE,ExchangeList
MIRCELECTR,MIRC Electronics Limited,NSE,ExchangeList
MIRZAINT,Mirza International Limited,NSE,ExchangeList
MITCON,MITCON Consultancy & Engineering Services Limited,NSE,ExchangeList
MITTAL,Mittal Life Style Limited,NSE,ExchangeList
MKPL,M K Proteins Limited,NSE,ExchangeList
MMFL,MM Forgings Limited,NSE,ExchangeList
MMP,MMP Industries Limited,NSE,ExchangeList
MMTC,MMTC Limited,NSE,ExchangeList
MODIRUBBER,Modi Rubber Limited,NSE,ExchangeList
MODISONLTD,MODISON LIMITED,NSE,ExchangeList
MODTHREAD,Modern Threads (India) Limited,NSE,ExchangeList
MOHITIND,Mohit Industries Limited,NSE,ExchangeList
MOIL,MOIL Limited,NSE,ExchangeList
MOKSH,Moksh Ornaments Limited,NSE,ExchangeList
MOL,Meghmani Organics Limited,NSE,ExchangeList
MOLDTECH,Mold-Tek Technologies Limited,NSE,ExchangeList
MOLDTKPAC,Mold-Tek Packaging Limited,NSE,ExchangeList
MONARCH,Monarch Networth Capital Limited,NSE,ExchangeList
MONTECARLO,Monte Carlo Fashions Limited,NSE,ExchangeList
MOREPENLAB,Morepen Laboratories Limited,NSE,ExchangeList
MOTHERSON,Samvardhana Motherson International Limited,NSE,ExchangeList
MOTILALOFS,Motilal Oswal Financial Services Limited,NSE,ExchangeList
MOTISONS,Motisons Jewellers Limited,NSE,ExchangeList
MOTOGENFIN,The Motor & General Finance Limited,NSE,ExchangeList
MPHASIS,MphasiS Limited,NSE,ExchangeList
MPSLTD,MPS Limited,NSE,ExchangeList
MRF,MRF Limited,NSE,ExchangeList
MRO-TEK,MRO-TEK Realty Limited,NSE,ExchangeList
MRPL,Mangalore Refinery and Petrochemicals Limited,NSE,ExchangeList
MSPL,MSP Steel & Power Limited,NSE,ExchangeList
MSTCLTD,Mstc Limited,NSE,ExchangeList
MSUMI,Motherson Sumi Wiring India Limited,NSE,ExchangeList
MTARTECH,Mtar Technologies Limited,NSE,ExchangeList
MTEDUCARE,MT Educare Limited,NSE,ExchangeList
MTNL,Mahanagar Telephone Nigam Limited,NSE,ExchangeList
MUFIN,Mufin Green Finance Limited,NSE,ExchangeList
MUFTI,Credo Brands Marketing Limited,NSE,ExchangeList
MUKANDLTD,Mukand Limited,NSE,ExchangeList
MUKKA,Mukka Proteins Limited,NSE,ExchangeList
MUKTAARTS,Mukta Arts Limited,NSE,ExchangeList
MUNJALAU,Munjal Auto Industries Limited,NSE,ExchangeList
MUNJALSHOW,Munjal Showa Limited,NSE,ExchangeList
MURUDCERA,Murudeshwar Ceramics Limited,NSE,ExchangeList
MUTHOOTCAP,Muthoot Capital Services Limited,NSE,ExchangeList
MUTHOOTFIN,Muthoot Finance Limited,NSE,ExchangeList
MUTHOOTMF,Muthoot Microfin Limited,NSE,ExchangeList
MVGJL,Manoj Vaibhav Gems N Jewellers Limited,NSE,ExchangeList
NACLIND,NACL Industries Limited,NSE,ExchangeList
NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,NSE,ExchangeList
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,NSE,ExchangeList
NAGREEKEXP,Nagreeka Exports Limited,NSE,ExchangeList
NAHARCAP,Nahar Capital and Financial Services Limited,NSE,ExchangeList
NAHARINDUS,Nahar Industrial Enterprises Limited,NSE,ExchangeList
NAHARPOLY,Nahar Poly Films Limited,NSE,ExchangeList
NAHARSPING,Nahar Spinning Mills Limited,NSE,ExchangeList
NAM-INDIA,Nippon Life India Asset Management Limited,NSE,ExchangeList
NARMADA,Narmada Agrobase Limited,NSE,ExchangeList
NATCOPHARM,Natco Pharma Limited,NSE,ExchangeList
NATHBIOGEN,Nath Bio-Genes (India) Limited,NSE,ExchangeList
NATIONALUM,National Aluminium Company Limited,NSE,ExchangeList
NAUKRI,Info Edge (India) Limited,NSE,ExchangeList
NAVA,NAVA LIMITED,NSE,ExchangeList
NAVINFLUOR,Navin Fluorine International Limited,NSE,ExchangeList
NAVKARCORP,Navkar Corporation Limited,NSE,ExchangeList
NAVNETEDUL,Navneet Education Limited,NSE,ExchangeList
NAZARA,Nazara Technologies Limited,NSE,ExchangeList
NBCC,NBCC (India) Limited,NSE,ExchangeList
NBIFIN,N. B. I. Industrial Finance Company Limited,NSE,ExchangeList
NCC,NCC Limited,NSE,ExchangeList
NCLIND,NCL Industries Limited,NSE,ExchangeList
NDGL,Naga Dhunseri Group Limited,NSE,ExchangeList
NDL,Nandan Denim Limited,NSE,ExchangeList
NDLVENTURE,NDL Ventures Limited,NSE,ExchangeList
NDRAUTO,Ndr Auto Components Limited,NSE,ExchangeList
NDTV,New Delhi Television Limited,NSE,ExchangeList
NECCLTD,North Eastern Carrying Corporation Limited,NSE,ExchangeList
NECLIFE,Nectar Lifesciences Limited,NSE,ExchangeList
NELCAST,Nelcast Limited,NSE,ExchangeList
NELCO,NELCO Limited,NSE,ExchangeList
NEOGEN,Neogen Chemicals Limited,NSE,ExchangeList
NESCO,Nesco Limited,NSE,ExchangeList
NESTLEIND,Nestle India Limited,NSE,ExchangeList
NETWEB,Netweb Technologies India Limited,NSE,ExchangeList
NETWORK18,Network18 Media & Investments Limited,NSE,ExchangeList
NEULANDLAB,Neuland Laboratories Limited,NSE,ExchangeList
NEWGEN,Newgen Software Technologies Limited,NSE,ExchangeList
NEXTMEDIA,Next Mediaworks Limited,NSE,ExchangeList
NFL,National Fertilizers Limited,NSE,ExchangeList
NGIL,Nakoda Group of Industries Limited,NSE,ExchangeList
NGLFINE,NGL Fine-Chem Limited,NSE,ExchangeList
NH,Narayana Hrudayalaya Ltd.,NSE,ExchangeList
NHPC,NHPC Limited,NSE,ExchangeList
NIACL,The New India Assurance Company Limited,NSE,ExchangeList
NIBL,NRB Industrial Bearings Limited,NSE,ExchangeList
NIITLTD,NIIT Limited,NSE,ExchangeList
NIITMTS,NIIT Learning Systems Limited,NSE,ExchangeList
NILAINFRA,Nila Infrastructures Limited,NSE,ExchangeList
NILASPACES,Nila Spaces Limited,NSE,ExchangeList
NILKAMAL,Nilkamal Limited,NSE,ExchangeList
NINSYS,NINtec Systems Limited,NSE,ExchangeList
NIPPOBATRY,Indo-National Limited,NSE,ExchangeList
NIRAJ,Niraj Cement Structurals Limited,NSE,ExchangeList
NIRAJISPAT,Niraj Ispat Industries Limited,NSE,ExchangeList
NITCO,Nitco Limited,NSE,ExchangeList
NITINSPIN,Nitin Spinners Limited,NSE,ExchangeList
NITIRAJ,Nitiraj Engineers Limited,NSE,ExchangeList
NKIND,NK Industries Limited,NSE,ExchangeList
NLCINDIA,NLC India Limited,NSE,ExchangeList
NMDC,NMDC Limited,NSE,ExchangeList
NOCIL,NOCIL Limited,NSE,ExchangeList
NOIDATOLL,Noida Toll Bridge Company Limited,NSE,ExchangeList
NORBTEAEXP,Norben Tea & Exports Limited,NSE,ExchangeList
NOVAAGRI,Nova Agritech Limited,NSE,ExchangeList
NRAIL,N R Agarwal Industries Limited,NSE,ExchangeList
NRBBEARING,NRB Bearing Limited,NSE,ExchangeList
NRL,Nupur Recyclers Limited,NSE,ExchangeList
NSIL,Nalwa Sons Investments Limited,NSE,ExchangeList
NSLNISP,NMDC Steel Limited,NSE,ExchangeList
NTPC,NTPC Limited,NSE,ExchangeList
NUCLEUS,Nucleus Software Exports Limited,NSE,ExchangeList
NURECA,Nureca Limited,NSE,ExchangeList
NUVAMA,Nuvama Wealth Management Limited,NSE,ExchangeList
NUVOCO,Nuvoco Vistas Corporation Limited,NSE,ExchangeList
NYKAA,FSN E-Commerce Ventures Limited,NSE,ExchangeList
OAL,Oriental Aromatics Limited,NSE,ExchangeList
OBCL,Orissa Bengal Carrier Limited,NSE,ExchangeList
OBEROIRLTY,Oberoi Realty Limited,NSE,ExchangeList
OCCL,Oriental Carbon & Chemicals Limited,NSE,ExchangeList
OFSS,Oracle Financial Services Software Limited,NSE,ExchangeList
OIL,Oil India Limited,NSE,ExchangeList
OILCOUNTUB,Oil Country Tubular Limited,NSE,ExchangeList
OLECTRA,Olectra Greentech Limited,NSE,ExchangeList
OMAXAUTO,Omax Autos Limited,NSE,ExchangeList
OMAXE,Omaxe Limited,NSE,ExchangeList
OMINFRAL,OM INFRA LIMITED,NSE,ExchangeList
OMKARCHEM,Omkar Speciality Chemicals Limited,NSE,ExchangeList
ONELIFECAP,Onelife Capital Advisors Limited,NSE,ExchangeList
ONEPOINT,One Point One Solutions Limited,NSE,ExchangeList
ONGC,Oil & Natural Gas Corporation Limited,NSE,ExchangeList
ONMOBILE,OnMobile Global Limited,NSE,ExchangeList
ONWARDTEC,Onward Technologies Limited,NSE,ExchangeList
OPTIEMUS,Optiemus Infracom Limited,NSE,ExchangeList
ORBTEXP,Orbit Exports Limited,NSE,ExchangeList
ORCHPHARMA,Orchid Pharma Limited,NSE,ExchangeList
ORICONENT,Oricon Enterprises Limited,NSE,ExchangeList
ORIENTALTL,Oriental Trimex Limited,NSE,ExchangeList
ORIENTBELL,Orient Bell Limited,NSE,ExchangeList
ORIENTCEM,Orient Cement Limited,NSE,ExchangeList
ORIENTCER,ORIENT CERATECH LIMITED,NSE,ExchangeList
ORIENTELEC,Orient Electric Limited,NSE,ExchangeList
ORIENTHOT,Oriental Hotels Limited,NSE,ExchangeList
ORIENTLTD,Orient Press Limited,NSE,ExchangeList
ORIENTPPR,Orient Paper & Industries Limited,NSE,ExchangeList
ORISSAMINE,The Orissa Minerals Development Company Limited,NSE,ExchangeList
ORTINLAB,Ortin Laboratories Limited,NSE,ExchangeList
OSIAHYPER,Osia Hyper Retail Limited,NSE,ExchangeList
OSWALAGRO,Oswal Agro Mills Limited,NSE,ExchangeList
OSWALGREEN,Oswal Greentech Limited,NSE,ExchangeList
OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,NSE,ExchangeList
PAGEIND,Page Industries Limited,NSE,ExchangeList
PAISALO,Paisalo Digital Limited,NSE,ExchangeList
PAKKA,PAKKA LIMITED,NSE,ExchangeList
PALASHSECU,Palash Securities Limited,NSE,ExchangeList
PALREDTEC,Palred Technologies Limited,NSE,ExchangeList
PANACEABIO,Panacea Biotec Limited,NSE,ExchangeList
PANACHE,Panache Digilife Limited,NSE,ExchangeList
PANAMAPET,Panama Petrochem Limited,NSE,ExchangeList
PANSARI,Pansari Developers Limited,NSE,ExchangeList
PAR,Par Drugs And Chemicals Limited,NSE,ExchangeList
PARACABLES,Paramount Communications Limited,NSE,ExchangeList
PARADEEP,Paradeep Phosphates Limited,NSE,ExchangeList
PARAGMILK,Parag Milk Foods Limited,NSE,ExchangeList
PARAS,Paras Defence and Space Technologies Limited,NSE,ExchangeList
PARASPETRO,Paras Petrofils Limited,NSE,ExchangeList
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,NSE,ExchangeList
PARSVNATH,Parsvnath Developers Limited,NSE,ExchangeList
PASUPTAC,Pasupati Acrylon Limited,NSE,ExchangeList
PATANJALI,Patanjali Foods Limited,NSE,ExchangeList
PATELENG,Patel Engineering Limited,NSE,ExchangeList
PATINTLOG,Patel Integrated Logistics Limited,NSE,ExchangeList
PAVNAIND,Pavna Industries Limited,NSE,ExchangeList
PAYTM,One 97 Communications Limited,NSE,ExchangeList
PCBL,PCBL LIMITED,NSE,ExchangeList
PCJEWELLER,PC Jeweller Limited,NSE,ExchangeList
PDMJEPAPER,Pudumjee Paper Products Limited,NSE,ExchangeList
PDSL,PDS Limited,NSE,ExchangeList
PEARLPOLY,Pearl Polymers Limited,NSE,ExchangeList
